SITC.gt
Iteration 120 New: [0, 0, 596, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 130 New: [0, 0, 600, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 140 New: [0, 0, 600, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 150 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 160 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 170 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 180 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 190 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 200 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 210 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 220 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 230 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 240 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Auto-stopped algorithm at 249th iteration

A target 10000 more iterations took 87295539667 ns.
Iteration 250 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 260 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 270 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 280 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 290 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 300 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 310 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 320 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 330 New: [0, 0, 604, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 340 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 350 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 360 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 370 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 380 New: [0, 0, 616, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 390 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 400 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 410 New: [0, 0, 616, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 420 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 430 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 440 New: [0, 0, 618, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 450 New: [0, 0, 620, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 460 New: [0, 0, 620, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 470 New: [0, 0, 622, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 480 New: [0, 0, 620, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 490 New: [0, 0, 620, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 500 New: [0, 0, 624, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 510 New: [0, 0, 626, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 520 New: [0, 0, 628, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 530 New: [0, 0, 624, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 540 New: [0, 0, 624, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 550 New: [0, 0, 622, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 560 New: [0, 0, 624, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 570 New: [0, 0, 624, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 580 New: [0, 0, 622, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 590 New: [0, 0, 616, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 600 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 610 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 620 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 630 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 640 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 650 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 660 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 670 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 680 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 690 New: [0, 0, 616, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 700 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 710 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 720 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 730 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 740 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 750 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 760 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 770 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 780 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 790 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 800 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 810 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 820 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 830 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 840 New: [0, 0, 604, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 850 New: [0, 0, 604, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 860 New: [0, 0, 604, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 870 New: [0, 0, 604, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 880 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 890 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 900 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 910 New: [0, 0, 614, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 920 New: [0, 0, 616, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 930 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 940 New: [0, 0, 620, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 950 New: [0, 0, 618, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 960 New: [0, 0, 616, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 970 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 980 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 990 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1000 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1010 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1020 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1030 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1040 New: [0, 0, 606, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1050 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1060 New: [0, 0, 610, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1070 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1080 New: [0, 0, 608, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 1090 New: [0, 0, 612, 149, 127, 62, 47, 6, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
