moviegalaxies_591.gt
Iteration 10 New: [0, 0, 10, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 20 New: [0, 0, 17, 3, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 30 New: [0, 0, 23, 3, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 40 New: [0, 0, 31, 3, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 50 New: [0, 0, 37, 3, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 60 New: [0, 0, 45, 3, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 70 New: [0, 0, 53, 3, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 80 New: [0, 0, 55, 3, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 90 New: [0, 0, 62, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 100 New: [0, 0, 64, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 110 New: [0, 0, 68, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 120 New: [0, 0, 76, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 130 New: [0, 0, 78, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 140 New: [0, 0, 86, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 150 New: [0, 0, 86, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 160 New: [0, 0, 94, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 170 New: [0, 0, 96, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 180 New: [0, 0, 100, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 190 New: [0, 0, 106, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 200 New: [0, 0, 112, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 210 New: [0, 0, 116, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 220 New: [0, 0, 120, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 230 New: [0, 0, 126, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 240 New: [0, 0, 130, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 250 New: [0, 0, 138, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 260 New: [0, 0, 146, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 270 New: [0, 0, 148, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 280 New: [0, 0, 148, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 290 New: [0, 0, 156, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 300 New: [0, 0, 162, 4, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
