moviegalaxies_591.gt
Iteration 10 New: [0, 0, 14, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 20 New: [0, 0, 22, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 30 New: [0, 0, 32, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 40 New: [0, 0, 42, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 50 New: [0, 0, 52, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 60 New: [0, 0, 56, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 70 New: [0, 0, 64, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 80 New: [0, 0, 72, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 90 New: [0, 0, 76, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Iteration 100 New: [0, 0, 84, 2, 6, 2, 6, 2, 6, 2, 3, 2, 4, 0, 2, 0, 1, 0, 0, 1] diff:[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
